src_university,dst_person,relation,year
Đại học Y dược Lublin,Ewa Kopacz,ALUMNI_OF,
Jagiellonian University,Andrzej Duda,ALUMNI_OF,
Đại học Warsaw,Jarosław Kaczyński,ALUMNI_OF,
Đại học Tây Timișoara,Sorin Grindeanu,ALUMNI_OF,
Đại học Warszawa,Włodzimierz Cimoszewicz,ALUMNI_OF,
Jagiellonian University,Beata Szydło,ALUMNI_OF,
Silesian University of Technology,Jerzy Buzek,ALUMNI_OF,
Đại học Bucharest,Victor Ponta,ALUMNI_OF,
Đại học Quốc phòng Carol I,Victor Ponta,ALUMNI_OF,
Học viện Hải quân Mircea cel Bătrân,Traian Băsescu,ALUMNI_OF,
Đại học Dầu khí Ploiești,Viorica Dăncilă,ALUMNI_OF,
Đại học chính trị quốc gia và hành chính công,Viorica Dăncilă,ALUMNI_OF,
Đại học Latvia,Edgars Rinkēvičs,ALUMNI_OF,
Đại học Groningen,Edgars Rinkēvičs,ALUMNI_OF,
Đại học Latvia,Laimdota Straujuma,ALUMNI_OF,
Đại học Kỹ thuật Lisbon,Aníbal Cavaco Silva,ALUMNI_OF,
"Đại học Alcuin, York",Aníbal Cavaco Silva,ALUMNI_OF,
Đại học Lisbon,Marcelo Rebelo de Sousa,ALUMNI_OF,
Đại học Latvia,Valdis Dombrovskis,ALUMNI_OF,
Đại học Lisboa,Pedro Passos Coelho,ALUMNI_OF,
Đại học VU Amsterdam,Jan Peter Balkenende,ALUMNI_OF,
Đại học Milano,Karolos Papoulias,ALUMNI_OF,
Đại học Harvard,Antonis Samaras,ALUMNI_OF,
Đại học Athena,Prokopis Pavlopoulos,ALUMNI_OF,
Trường Đại học Panthéon-Assas,Prokopis Pavlopoulos,ALUMNI_OF,
Đại học Uppsala,Ulf Kristersson,ALUMNI_OF,
Đại học Santiago de Compostela,Mariano Rajoy,ALUMNI_OF,
Đại học Umeå,Stefan Löfven,ALUMNI_OF,
Universidad de Salamanca,Adolfo Suárez,ALUMNI_OF,
Đại học Ljubljana,Alenka Bratušek,ALUMNI_OF,
Đại học Ljubljana,Borut Pahor,ALUMNI_OF,
Đại học Buenos Aires,Alberto Fernández,ALUMNI_OF,
Đại học Chhatrapati Shahu Ji Maharaj,Ram Nath Kovind,ALUMNI_OF,
Trường Đại học Lao động Cộng sản Phương Đông,Hồ Chí Minh,ALUMNI_OF,
Đại học Madras,Sarvepalli Radhakrishnan,ALUMNI_OF,
Đại học Calcutta,Rajendra Prasad,ALUMNI_OF,
Đại học Hồi giáo Aligarh,Zakir Husain (chính trị gia),ALUMNI_OF,
Đại học Delhi,Zakir Husain (chính trị gia),ALUMNI_OF,
Đại học Humboldt của Berlin,Zakir Husain (chính trị gia),ALUMNI_OF,
Đại học Savitribai Phule Pune,Pratibha Patil,ALUMNI_OF,
Đại học Mumbai,Pratibha Patil,ALUMNI_OF,
Đại học Khallikote,V. V. Giri,ALUMNI_OF,
Đại học Dublin,V. V. Giri,ALUMNI_OF,
Đại học Cambridge,Fakhruddin Ali Ahmed,ALUMNI_OF,
Đại học Rajaram,B. D. Jatti,ALUMNI_OF,
Viện Nghệ thuật và Khoa học Xã hội Chính phủ Vasantrao Naik,Mohammad Hidayatullah,ALUMNI_OF,
Đại học Cambridge,Mohammad Hidayatullah,ALUMNI_OF,
Đại học Madras,R. Venkataraman,ALUMNI_OF,
Trường Kinh tế Luân Đôn,K. R. Narayanan,ALUMNI_OF,
Đại học Cambridge,Shankar Dayal Sharma,ALUMNI_OF,
Đại học Harvard,Shankar Dayal Sharma,ALUMNI_OF,
Đại học Madras,Neelam Sanjiva Reddy,ALUMNI_OF,
"Đại học St. Joseph, Tiruchirappalli",A. P. J. Abdul Kalam,ALUMNI_OF,
Viện công nghệ Madras,A. P. J. Abdul Kalam,ALUMNI_OF,
Đại học Florence,Matteo Renzi,ALUMNI_OF,
Đại học Calcutta,Pranab Mukherjee,ALUMNI_OF,
Đại học Napoli Federico II,Giorgio Napolitano,ALUMNI_OF,
Đại học Roma Sapienza,Paolo Gentiloni,ALUMNI_OF,
Đại học Pisa,Giuliano Amato,ALUMNI_OF,
Viện Công nghệ Massachusetts,Mario Draghi,ALUMNI_OF,
Đại học Roma La Sapienza,Giulio Andreotti,ALUMNI_OF,
Đại học Công giáo Milano,Ciriaco De Mita,ALUMNI_OF,
Đại học Viên,Alcide De Gasperi,ALUMNI_OF,
Đại học Turin,Luigi Einaudi,ALUMNI_OF,
Đại học Naples Federico II,Enrico De Nicola,ALUMNI_OF,
Đại học Turin,Giuseppe Saragat,ALUMNI_OF,
Đại học Genoa,Sandro Pertini,ALUMNI_OF,
Đại học Sassari,Francesco Cossiga,ALUMNI_OF,
Đại học Tự chủ Quốc gia Mexico,Claudia Sheinbaum,ALUMNI_OF,
Đại học Roma Sapienza,Giuseppe Conte,ALUMNI_OF,
Đại học Panamerican,Enrique Peña Nieto,ALUMNI_OF,
"Viện Công nghệ và Giáo dục Cao đẳng Monterrey, Bang México",Enrique Peña Nieto,ALUMNI_OF,
Đại học San Ildefonso,Guadalupe Victoria,ALUMNI_OF,
"Đại học California, Berkeley",Francisco I. Madero,ALUMNI_OF,
Đại học Harvard,Miguel de la Madrid,ALUMNI_OF,
Universidad Iberoamericana,Vicente Fox,ALUMNI_OF,
Đại học Yale,Ernesto Zedillo,ALUMNI_OF,
National Autonomous University of Mexico,Luis Echeverría,ALUMNI_OF,
Đại học Boğaziçi,Ahmet Davutoğlu,ALUMNI_OF,
Đại học Istanbul,Abdullah Gül,ALUMNI_OF,
Đại học Exeter,Abdullah Gül,ALUMNI_OF,
"Đại học Ankara, Trường Luật",Ahmet Necdet Sezer,ALUMNI_OF,
Đại học Kỹ thuật Istanbul,Süleyman Demirel,ALUMNI_OF,
Đại học Kỹ thuật Istanbul,Turgut Özal,ALUMNI_OF,
Học viện Quân đội Indonesia,Prabowo Subianto,ALUMNI_OF,
Trisakti University STIE Prasetiya Mulya,Basuki Tjahaja Purnama,ALUMNI_OF,
Đại học Indonesia,Megawati Sukarnoputri,ALUMNI_OF,
Đại học Chung-Ang,Lee Jae-myung,ALUMNI_OF,
Đại học quốc lập Đài Loan,Lại Thanh Đức,ALUMNI_OF,
Đại học Quốc lập Thành Công,Lại Thanh Đức,ALUMNI_OF,
Đại học Harvard,Lại Thanh Đức,ALUMNI_OF,
Đại học Canterbury,Christopher Luxon,ALUMNI_OF,
Đại học Papua New Guinea,James Marape,ALUMNI_OF,
Đại học Quốc gia Singapore,Mahathir Mohamad,ALUMNI_OF,
Đại học Inca Garcilaso de la Vega,José Jerí,ALUMNI_OF,
Đại học Quốc gia Federico Villarreal,José Jerí,ALUMNI_OF,
Đại học Charles Sturt,Lý Gia Siêu,ALUMNI_OF,
Đại học Oxford,Bongbong Marcos,ALUMNI_OF,
Đại học Pennsylvania,Bongbong Marcos,ALUMNI_OF,
Hofstra University,Anutin Charnvirakul,ALUMNI_OF,
Trường Sĩ quan Chính trị,Lương Cường,ALUMNI_OF,
Học viện Chính trị Quốc gia Hồ Chí Minh,Lương Cường,ALUMNI_OF,
Đại học Harvard,Han Duck-soo,ALUMNI_OF,
Đại học Quốc gia Seoul,Han Duck-soo,ALUMNI_OF,
Đại học Harvard,Hoàng Tuần Tài,ALUMNI_OF,
Đại học Kyung Hee,Moon Jae-in,ALUMNI_OF,
Đại học Quốc gia Seoul,Kim Myeong-soo,ALUMNI_OF,
Đại học Hàn Quốc,Lee Myung-bak,ALUMNI_OF,
Đại học Sungkyunkwan,Hwang Kyo-ahn,ALUMNI_OF,
Đại học Quốc gia Seoul,Cho Kuk,ALUMNI_OF,
"Đại học California, Berkeley",Cho Kuk,ALUMNI_OF,
Đại học Quốc gia Seoul,Lee Sang-min (chính khách),ALUMNI_OF,
Đại học Cao Ly,Lee Sang-min (chính khách),ALUMNI_OF,
Học viện Quân sự Hàn Quốc,Chun Doo-hwan,ALUMNI_OF,
Đại học Ritsumeikan,Izumi Kenta,ALUMNI_OF,
Đại học Tsukuba,Choi Kyu-hah,ALUMNI_OF,
Đại học Edinburgh,Yun Bo-seon,ALUMNI_OF,
Đại học Washington,Lý Thừa Vãn,ALUMNI_OF,
Đại học Harvard,Lý Thừa Vãn,ALUMNI_OF,
Đại học Princeton,Lý Thừa Vãn,ALUMNI_OF,
Trường Sĩ quan Lục quân (Đế quốc Nhật Bản),Park Chung-hee,ALUMNI_OF,
Đại học Quốc gia Seoul,Kim Young-sam,ALUMNI_OF,
Đại học McGill,Julie Payette,ALUMNI_OF,
Đại học Toronto,Julie Payette,ALUMNI_OF,
Trường Juilliard,Marin Alsop,ALUMNI_OF,
Đại học Yale,Marin Alsop,ALUMNI_OF,
Đại học Strasbourg,Alberto Fujimori,ALUMNI_OF,
Đại học Sydney,Edmund Barton,ALUMNI_OF,
Đại học Melbourne,Alfred Deakin,ALUMNI_OF,
"Đại học Scotch, Melbourne",George Reid (chính khách Úc),ALUMNI_OF,
Học viện Kilmarnock,Andrew Fisher,ALUMNI_OF,
Đại học Sydney,Earle Page,ALUMNI_OF,
Đại học Melbourne,Harold Holt,ALUMNI_OF,
Trường Ngữ pháp Melbourne,Stanley Bruce,ALUMNI_OF,
"Trường Cao đẳng St. Mary, Toowoomba",Frank Forde,ALUMNI_OF,
Đại học Sydney,William McMahon,ALUMNI_OF,
Đại học Sydney,Gough Whitlam,ALUMNI_OF,
Đại học Sydney,Malcolm Turnbull,ALUMNI_OF,
Trường Trung học Wangaratta,John McEwen,ALUMNI_OF,
Trường Trung học Dandenong,John McEwen,ALUMNI_OF,
"Học viện Quân sự Hoàng gia, Duntroon",John McEwen,ALUMNI_OF,
St Aloysius' College (Sydney),Tony Abbott,ALUMNI_OF,
"Saint Ignatius' College, Riverview",Tony Abbott,ALUMNI_OF,
"St John's College, University of Sydney",Tony Abbott,ALUMNI_OF,
Đại học Oxford,Tony Abbott,ALUMNI_OF,
Đại học Adelaide,Julia Gillard,ALUMNI_OF,
Đại học Melbourne,Julia Gillard,ALUMNI_OF,
Đại học New South Wales,Scott Morrison,ALUMNI_OF,
Đại học Quốc gia Úc,Kevin Rudd,ALUMNI_OF,
Đại học McGill,John Abbott,ALUMNI_OF,
Đại học McGill,Wilfrid Laurier,ALUMNI_OF,
Đại học Saskatchewan,John Diefenbaker,ALUMNI_OF,
Đại học Toronto,William Lyon Mackenzie King,ALUMNI_OF,1909
Đại học Chicago,William Lyon Mackenzie King,ALUMNI_OF,1909
Đại học Harvard,William Lyon Mackenzie King,ALUMNI_OF,1909
Đại học Columbia,Kim Campbell,ALUMNI_OF,
Trường Kinh tế và Khoa học Chính trị Luân Đôn,Kim Campbell,ALUMNI_OF,
"St. Michael's College, Toronto",Paul Martin,ALUMNI_OF,
University of Toronto Faculty of Law,Paul Martin,ALUMNI_OF,
Đại học Malaya,Sellapan Ramanathan,ALUMNI_OF,
Trường Kinh tế London,Tharman Shanmugaratnam,ALUMNI_OF,
Đại học Harvard,Tharman Shanmugaratnam,ALUMNI_OF,
Đại học Quốc gia Singapore,Trần Khánh Viêm,ALUMNI_OF,
Viện Công nghệ Massachusetts,Trần Khánh Viêm,ALUMNI_OF,
Đại học Adelaide,Trần Khánh Viêm,ALUMNI_OF,
Đại học Quốc gia Singapore,Halimah Yacob,ALUMNI_OF,
Đại học Quốc gia Singapore,Ngô Tác Đống,ALUMNI_OF,
Đại học Harvard,Trương Chí Hiền,ALUMNI_OF,
Học viện Quân sự Hoàng gia Thái LanChulachomklao,Prem Tinsulanonda,ALUMNI_OF,
Trường Vũ trang Quân đội Hoa Kỳ,Prem Tinsulanonda,ALUMNI_OF,
Đại học Sư phạm Hoa Đông,Lý Nguyên Triều,ALUMNI_OF,
Đại học Phục Đán,Lý Nguyên Triều,ALUMNI_OF,
Đại học Bắc Kinh,Lý Nguyên Triều,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Lý Nguyên Triều,ALUMNI_OF,
Đại học Tây Bắc,Vương Kỳ Sơn,ALUMNI_OF,
Đại học Sư phạm Hoa Đông,Hàn Chính (chính khách),ALUMNI_OF,
Đại học Công nghiệp Cáp Nhĩ Tân,Lật Chiến Thư,ALUMNI_OF,
Đại học Bắc Kinh,Lý Khắc Cường,ALUMNI_OF,
Đại học Công nghệ Bắc Kinh,Tăng Khánh Hồng,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Triệu Hồng Chúc,ALUMNI_OF,
Đại học Tổng hợp Kim Nhật Thành,Trương Đức Giang,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Tề Tâm,ALUMNI_OF,
Đại học Công nghiệp Cáp Nhĩ Tân,Hoài Tiến Bằng,ALUMNI_OF,
Học viện Hải quân Đại Liên,Đổng Quân,ALUMNI_OF,
Đại học Phục Đán,Kim Tráng Long,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Kim Tráng Long,ALUMNI_OF,
Đại học Giao thông Tây An,Lục Trị Nguyên,ALUMNI_OF,
Viện Khoa học Trung Quốc,Âm Hòa Tuấn,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Trần Nhất Tân,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Hạ Vinh,ALUMNI_OF,
Đại học Chính Pháp Trung Quốc,Vương Hiểu Bình,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Lam Phật An,ALUMNI_OF,
Đại học Bắc Kinh,Vương Quảng Hoa,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Vương Quảng Hoa,ALUMNI_OF,
Đại học Công nghệ Thành Đô,Hoàng Nhuận Thu,ALUMNI_OF,
Đại học Công nghiệp Cáp Nhĩ Tân,Nghê Hồng,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Lý Quốc Anh,ALUMNI_OF,
Đại học Phục Đán,Vương Văn Đào,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Vương Văn Đào,ALUMNI_OF,
Đại học Bắc Kinh,Tôn Nghiệp Lễ,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Bùi Kim Giai,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Vương Tường Hỉ,ALUMNI_OF,
Trường Đảng Trung ương,Trịnh Sách Khiết,ALUMNI_OF,
Đại học Nhân dân Trung Quốc,Phan Nhạc (chính khách),ALUMNI_OF,
Đại học Chiết Giang,Phan Nhạc (chính khách),ALUMNI_OF,
Đại học Sư phạm Hoa Trung,Phan Nhạc (chính khách),ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Phan Nhạc (chính khách),ALUMNI_OF,
Đại học Nhân dân Trung Quốc,Phan Công Thắng,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Phan Công Thắng,ALUMNI_OF,
Đại học Y khoa Trung Quốc,Mã Hiểu Vĩ,ALUMNI_OF,
Đại học Tài chính Kinh tế Trung ương,Hầu Khải,ALUMNI_OF,
Đại học Công nghiệp Tây Bắc,Hác Bằng,ALUMNI_OF,
Đại học Thanh Hoa,Nghê Nhạc Phong,ALUMNI_OF,
Đại học Bắc Kinh,Vương Quân (sinh năm 1958),ALUMNI_OF,
Đại học Nông nghiệp Bắc Kinh,Hoàng Thủ Hoành,ALUMNI_OF,
Học viện Khoa học Nông nghiệp Trung Quốc,Hoàng Thủ Hoành,ALUMNI_OF,
Đại học Trung Nam,Tiêu Á Khánh,ALUMNI_OF,
Trường sau đại học,Lưu Kết Nhất,ALUMNI_OF,
Đại học Sư phạm Nam Kinh,Thái Danh Chiếu,ALUMNI_OF,
Đại học Chiết Giang,Dịch Hội Mãn,ALUMNI_OF,
Đại học Bắc Kinh,Dịch Hội Mãn,ALUMNI_OF,
Đại học Nam Kinh,Dịch Hội Mãn,ALUMNI_OF,
Đại học Trùng Khánh,Lý Hiểu Hồng,ALUMNI_OF,
Đại học Giao thông Thượng Hải,Thận Hải Hùng,ALUMNI_OF,
Đại học Thanh Hoa,Chu Dung Cơ,ALUMNI_OF,
Đại học Chiết Giang,Lưu Kỳ (sinh năm 1957),ALUMNI_OF,
Đại học Giao thông Tây An,Lưu Kỳ (sinh năm 1957),ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Lưu Kim Quốc,ALUMNI_OF,
Đại học Cát Lâm,Bayanqolu,ALUMNI_OF,
Đại học Cát Lâm,Lý Hồng Trung,ALUMNI_OF,
Đại học Nhân dân Trung Quốc,Lạc Thụ Cương,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Lạc Thụ Cương,ALUMNI_OF,
Đại học Khoa học và Kỹ thuật Hoa Trung,Lâu Cần Kiệm,ALUMNI_OF,
Đại học Nhân dân Trung Quốc,Vu Vĩ Quốc,ALUMNI_OF,
Đại học Vũ Hán,Lộc Tâm Xã,ALUMNI_OF,
Đại học Sư phạm Hoa Đông,Đỗ Gia Hào,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Dương Chấn Vũ,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Triệu Khắc Chí,ALUMNI_OF,
Đại học Thanh Hoa,Ngô Bang Quốc,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Uông Dương,ALUMNI_OF,
Đại học Bắc Kinh,Hạ Bảo Long,ALUMNI_OF,
Đại học Liêu Ninh,Vương Đông Minh,ALUMNI_OF,
Trường Đại học Công nghệ Quốc phòng Trung Quốc,Hạ Quân Khoa,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Thẩm Dược Dược,ALUMNI_OF,
Đại học Công nghiệp Hà Bắc,Giả Khánh Lâm,ALUMNI_OF,
Đại học Cát Lâm,Trương Quân,ALUMNI_OF,
Đại học Nhân dân Trung Quốc,Trương Quân,ALUMNI_OF,
Đại học Vũ Hán,Trương Quân,ALUMNI_OF,
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,Trương Quân,ALUMNI_OF,
"Đại học Dr. Bhim Rao Ambedkar, Agra",Charan Singh,ALUMNI_OF,
"Đại học Wilson, Mumbai",Morarji Desai,ALUMNI_OF,
Đại học Allahabad,Gulzarilal Nanda,ALUMNI_OF,
Đại học Osmania,P. V. Narasimha Rao,ALUMNI_OF,
"Đại học California, Berkeley",Zulfikar Ali Bhutto,ALUMNI_OF,
Đại học Harvard,Rahul Gandhi,ALUMNI_OF,
Đại học Allahabad,V. P. Singh,ALUMNI_OF,
Đại học Pune,V. P. Singh,ALUMNI_OF,
Đại học Allahabad,Chandra Shekhar,ALUMNI_OF,
Đại học Agra,Atal Bihari Vajpayee,ALUMNI_OF,
Trường Thương mại Hailey,I. K. Gujral,ALUMNI_OF,
Đại học Công giáo Forman,I. K. Gujral,ALUMNI_OF,
Đại học Thammasat,Chavarat Charnvirakul,ALUMNI_OF,
Đại học Chiang Mai,Suthep Thaugsuban,ALUMNI_OF,
Eastern Kentucky University,Thaksin Shinawatra,ALUMNI_OF,
Sam Houston State University,Thaksin Shinawatra,ALUMNI_OF,
Đại học Thammasat,Samak Sundaravej,ALUMNI_OF,
Đại học Thammasat,Somchai Wongsawat,ALUMNI_OF,
Đại học Oxford,Seni Pramoj,ALUMNI_OF,
Đại học Oxford,Kukrit Pramoj,ALUMNI_OF,
Đại học Thammasat,Chuan Leekpai,ALUMNI_OF,
Học viện Quân sự Hoàng gia Chulachomklao Trường Quốc phòng Quốc gia Thái Lan,Surayud Chulanont,ALUMNI_OF,
Đại học Srinakharinwirot,Niwatthamrong Boonsongpaisan,ALUMNI_OF,
Đại học Chulalongkorn,Niwatthamrong Boonsongpaisan,ALUMNI_OF,
Học viện Quân sự Hoàng gia Chulachomklao,Prawit Wongsuwan,ALUMNI_OF,
Đại học Quốc phòng Thái Lan,Prawit Wongsuwan,ALUMNI_OF,
National Defence College of Thailand,Prayut Chan-o-cha,ALUMNI_OF,
Chulachomklao Royal Military Academy,Prayut Chan-o-cha,ALUMNI_OF,
Đại học Chulalongkorn,Srettha Thavisin,ALUMNI_OF,
Đại học Chulalongkorn,Paetongtarn Shinawatra,ALUMNI_OF,
Đại học Chulalongkorn,Phumtham Wechayachai,ALUMNI_OF,
Đại học Glasgow,J. M. Barrie,ALUMNI_OF,
Đại học Edinburgh,J. M. Barrie,ALUMNI_OF,
John Handley High School,Patsy Cline,ALUMNI_OF,
Đại học Bangalore,C. Rajagopalachari,ALUMNI_OF,
"Đại học Presidency, Chennai",C. Rajagopalachari,ALUMNI_OF,
Marquette University,Scott Walker (chính khách),ALUMNI_OF,
Đại học Yale,Gina Raimondo,ALUMNI_OF,
Viện Công nghệ Massachusetts,Ricardo Rosselló,ALUMNI_OF,
Đại học Michigan,Ricardo Rosselló,ALUMNI_OF,
Đại học Yale,Mahbub ul Haq,ALUMNI_OF,
Đại học Cambridge,Tony Atkinson,ALUMNI_OF,
Đại học Columbia,Simon Kuznets,ALUMNI_OF,
Đại học Oxford,John Hicks,ALUMNI_OF,
Đại học Viên,Friedrich Hayek,ALUMNI_OF,1921
"University College, London",John Stuart Mill,ALUMNI_OF,
Đại học Wisconsin–Madison,Theodore Schultz,ALUMNI_OF,
Đại học Lund,Bertil Ohlin,ALUMNI_OF,1917
Đại học Harvard,Bertil Ohlin,ALUMNI_OF,1917
Đại học Stockholm,Bertil Ohlin,ALUMNI_OF,1917
Đại học Cambridge,James Meade,ALUMNI_OF,
Đại học Cambridge,Richard Stone,ALUMNI_OF,
Đại học Chicago,James M. Buchanan,ALUMNI_OF,
Đại học Oslo,Trygve Haavelmo,ALUMNI_OF,
"Đại học California, Berkeley",Gérard Debreu,ALUMNI_OF,
École Polytechnique,Maurice Allais,ALUMNI_OF,
The New School,Franco Modigliani,ALUMNI_OF,
Đại học Chicago,Harry Markowitz,ALUMNI_OF,
Đại học Johns Hopkins,Merton Miller,ALUMNI_OF,
Đại học Harvard,Merton Miller,ALUMNI_OF,
"Đại học California, Berkeley",Douglass North,ALUMNI_OF,
Trường kinh tế London,Ronald Coase,ALUMNI_OF,
Đại học Cornell,Robert Fogel,ALUMNI_OF,
Đại học Columbia,Robert Fogel,ALUMNI_OF,
Đại học Johns Hopkins,Robert Fogel,ALUMNI_OF,
Đại học Chicago,George Stigler,ALUMNI_OF,
Đại học Washington,George Stigler,ALUMNI_OF,
Đại học Chicago,"Robert Lucas, Jr.",ALUMNI_OF,
Đại học Columbia,William Vickrey,ALUMNI_OF,
Đại học Yale,William Vickrey,ALUMNI_OF,
Đại học Chicago,Myron Scholes,ALUMNI_OF,
Đại học McMaster,Myron Scholes,ALUMNI_OF,
Đại học Edinburgh,James Mirrlees,ALUMNI_OF,
Đại học Cambridge,James Mirrlees,ALUMNI_OF,
Viện Công nghệ Massachusetts,George Akerlof,ALUMNI_OF,
Đại học Yale,George Akerlof,ALUMNI_OF,
Trường Kinh tế London,Robert Mundell,ALUMNI_OF,
Đại học Washington,Robert Mundell,ALUMNI_OF,
Viện Công nghệ Massachusetts,Robert Mundell,ALUMNI_OF,
Đại học Cornell,Robert F. Engle,ALUMNI_OF,1969
Đại học Nottingham,Clive Granger,ALUMNI_OF,
Đại học Carnegie Mellon,Finn E. Kydland,ALUMNI_OF,
Đại học Yale,Peter A. Diamond,ALUMNI_OF,
Trường Kinh tế và Khoa học Chính trị Luân Đôn,Christopher A. Pissarides,ALUMNI_OF,
Đại học Harvard,Christopher A. Sims,ALUMNI_OF,
Đại học California tại Berkeley,Christopher A. Sims,ALUMNI_OF,
Đại học California tại Berkeley,Thomas J. Sargent,ALUMNI_OF,
Đại học Harvard,Thomas J. Sargent,ALUMNI_OF,
Viện Công nghệ Massachusetts,Jean Tirole,ALUMNI_OF,
École nationale des ponts et chaussées,Jean Tirole,ALUMNI_OF,
École Polytechnique,Jean Tirole,ALUMNI_OF,
University of Rochester,Richard Thaler,ALUMNI_OF,
Case Western Reserve University,Richard Thaler,ALUMNI_OF,
Newark Academy,Richard Thaler,ALUMNI_OF,
Đại học Helsinki,Bengt Holmström,ALUMNI_OF,
Đại học Stanford,Bengt Holmström,ALUMNI_OF,
Đại học Princeton,Joshua Angrist,ALUMNI_OF,
Đại học Cambridge,Charles Villiers Stanford,ALUMNI_OF,
Đại học Bonn,Max Bruch,ALUMNI_OF,
Đại học London,Gustav Holst,ALUMNI_OF,
Pate's Grammar School,Gustav Holst,ALUMNI_OF,
DeWitt Clinton High School,James Baldwin,ALUMNI_OF,
Đại học Duke,Ron Paul,ALUMNI_OF,
Đại học Columbia,William Barr,ALUMNI_OF,
Đại học Harvard,Barney Frank,ALUMNI_OF,
Đại học Yale,Janet Yellen,ALUMNI_OF,
Đại học Brown,Janet Yellen,ALUMNI_OF,
Đại học Baghdad,Nouri al-Maliki,ALUMNI_OF,
Cairo University,Ayman al-Zawahiri,ALUMNI_OF,
Kabul University,Mohammad Najibullah,ALUMNI_OF,
Đại học Yale,Bob Taft,ALUMNI_OF,
Đại học Princeton,Bob Taft,ALUMNI_OF,
Đại học Baghdad,Jalal Talabani,ALUMNI_OF,
Đại học Libya,Mustafa Abdul Jalil,ALUMNI_OF,
Trường Kinh tế và Khoa học Chính trị Luân Đôn,Saif al-Islam Gaddafi,ALUMNI_OF,
Trường Thương mại IE,Khamis Gaddafi,ALUMNI_OF,
Đại học George Washington,Harry Reid,ALUMNI_OF,
Đại học Nebraska tại Omaha,Chuck Hagel,ALUMNI_OF,
Đại học Princeton,Michael Froman,ALUMNI_OF,
Đại học Harvard,Michael Froman,ALUMNI_OF,
Đại học William & Mary,Jen Psaki,ALUMNI_OF,
Đại học California tại Berkeley,Christopher Stevens (đại sứ),ALUMNI_OF,
Đại học California,Christopher Stevens (đại sứ),ALUMNI_OF,
Đại học New Mexico,Gary Johnson,ALUMNI_OF,
Morehouse College,Herman Cain,ALUMNI_OF,
Purdue University,Herman Cain,ALUMNI_OF,
Đại học Harvard,Jill Stein,ALUMNI_OF,
Học viện Quân sự Pakistan,Ashfaq Parvez Kayani,ALUMNI_OF,
Trường Chỉ huy và Tham mưu,Ashfaq Parvez Kayani,ALUMNI_OF,
Trường Chỉ huy và Tổng tham mưu Lục quân Hoa Kỳ,Ashfaq Parvez Kayani,ALUMNI_OF,
"Đại học Quốc phòng Quốc gia, Pakistan",Ashfaq Parvez Kayani,ALUMNI_OF,
Đại học Forman Christian College,Yousaf Raza Gillani,ALUMNI_OF,
Đại học Government College,Yousaf Raza Gillani,ALUMNI_OF,
Đại học Punjab,Yousaf Raza Gillani,ALUMNI_OF,
Đại học Jan Evangelista Purkyně ở Ústí nad Labem,Petr Nečas,ALUMNI_OF,
Đại học Copenhagen,Lars Løkke Rasmussen,ALUMNI_OF,
Islamic University of Gaza,Ismail Haniyeh,ALUMNI_OF,
"St Patrick's College, Dublin",Enda Kenny,ALUMNI_OF,
"National University of Ireland, Galway",Enda Kenny,ALUMNI_OF,
Đại học Canterbury,John Key,ALUMNI_OF,
Đại học Aarhus,Anders Fogh Rasmussen,ALUMNI_OF,
Học viện Quân sự Hoa Kỳ,Lloyd Austin,ALUMNI_OF,
Đại học Y khoa Tabriz,Masoud Pezeshkian,ALUMNI_OF,
Đại học Y khoa Iran,Masoud Pezeshkian,ALUMNI_OF,
Đại học Oxford,Henry V của Anh,ALUMNI_OF,
Học viện Công nghệ Bandung,Sukarno,ALUMNI_OF,
Trường Ngữ pháp Karachi,Abdurrahman Wahid,ALUMNI_OF,
Đại học Al-Azhar,Abdurrahman Wahid,ALUMNI_OF,
