title,type,link,related,properties
Alan García,person,https://vi.wikipedia.org/wiki/Alan_Garc%C3%ADa,"[""Alberto Fujimori"", ""Complutense University of Madrid"", ""José Jerí"", ""Ollanta Humala"", ""Đại học Pantheon-Sorbonne""]","{""Thủ tướng"": [""Luis Alva Castro"", ""Armando Villanueva"", ""Luis Alberto Sánchez"", ""Guillermo Larco Cox""], ""Phó Tổng thống"": [""Luis Alberto Sánchez"", ""Luis Alva Castro""], ""Tiền nhiệm"": ""Fernando León de Vivero"", ""Kế nhiệm"": [""Armando Villanueva"", ""Luis Negreiros""], ""Sinh"": [""Alan Gabriel Ludwig García Pérez"", ""("", ""1949-05-23"", "")"", ""23 tháng 5 năm 1949"", ""Lima"", "","", ""Peru""], ""Mất"": [""17 tháng 4 năm 2019"", ""(2019-04-17)"", ""(69 tuổi)"", ""Lima"", "","", ""Peru""], ""Nguyên nhân mất"": ""Tự sát"", ""Đảng chính trị"": ""Đảng Aprista Peru"", ""Đảng khác"": ""Popular Alliance (2015-2016)"", ""Phối ngẫu"": [""Carla Buscaglia"", ""(Ly hôn)"", ""Pilar Nores"", ""(1978-2019 đến nay)""], ""Alma mater"": [""Pontifical Catholic University of Peru"", ""National University of San Marcos"", ""Đại học Complutense"", ""Đại học Pantheon-Sorbonne""], ""Chữ ký"": """"}"
Alassane Ouattara,person,https://vi.wikipedia.org/wiki/Alassane_Ouattara,"[""Đại học Drexel"", ""Đại học Pennsylvania""]","{""Nhiệm kỳ"": [""7 tháng 11"", ""năm"", ""1990"", ""–"", ""9 tháng 12"", ""năm"", ""1993"", ""3 năm, 32 ngày""], ""Tiền nhiệm"": ""Félix Houphouët-Boigny"", ""Kế nhiệm"": ""Daniel Kablan Duncan"", ""Sinh"": [""1 tháng 1, 1942"", ""(83 tuổi)"", ""Dimbokro"", "","", ""Tây Phi thuộc Pháp"", ""(nay là"", ""Côte d'Ivoire"", "")""], ""Tôn giáo"": ""Hồi giáo"", ""Đảng chính trị"": ""Tập hợp những người Cộng hòa"", ""Alma mater"": [""Đại học Drexel"", ""Đại học Pennsylvania""]}"
Alben W. Barkley,person,https://vi.wikipedia.org/wiki/Alben_W._Barkley,"[""Franklin D. Roosevelt"", ""Harry S. Truman"", ""Richard Nixon"", ""University of Virginia""]","{""Tổng thống"": ""Harry S. Truman"", ""Tiền nhiệm"": ""Ollie M. James"", ""Kế nhiệm"": ""William Voris Gregory"", ""Cấp phó"": [""J. Lister Hill"", ""Sherman Minton"", ""J. Hamilton Lewis""], ""Sinh"": [""Alben William Barkley"", ""("", ""1877-11-24"", "")"", ""24 tháng 11, 1877"", ""Lowes, Kentucky"", "","", ""Hoa Kỳ""], ""Mất"": [""30 tháng 4, 1956"", ""(1956-04-30)"", ""(78 tuổi)"", ""Lexington, Virginia"", "","", ""Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ"", ""Phối ngẫu"": [""Dorothy Brower"", ""(cưới 1903⁠–⁠mất 1947)"", ""Jane Rucker Hadley"", ""(cưới 1949)""], ""Con cái"": ""3"", ""Người thân"": ""Stephen M. Truitt (cháu trai)"", ""Giáo dục"": [""Emory University"", ""("", ""BA"", "")"", ""University of Virginia"", ""("", ""JD"", "")""], ""Chữ ký"": """"}"
Alban Berg,person,https://vi.wikipedia.org/wiki/Alban_Berg,"[""Gustav Mahler""]","{""Sinh"": """", ""Tên khai sinh"": ""Albano Maria Johannes Berg"", ""Ngày sinh"": ""9 tháng 2, 1885"", ""Nơi sinh"": ""Viên"", ""Rửa tội"": ""1 tháng 3, 1885"", ""Mất"": """", ""Ngày mất"": ""24 tháng 12, 1935"", ""Nơi mất"": ""Viên"", ""Nguyên nhân"": ""nhiễm trùng huyết"", ""An nghỉ"": ""Nghĩa trang Hietzing"", ""Giới tính"": ""nam"", ""Quốc tịch"": ""Cisleithania, Áo"", ""Nghề nghiệp"": ""nhà soạn nhạc , nghệ sĩ dương cầm , nhạc sĩ , nhà soạn nhạc kịch"", ""Gia đình"": """", ""Anh chị em"": ""Smaragda Eger-Berg"", ""Hôn nhân"": ""Helene Berg"", ""Thầy giáo"": ""Arnold Schoenberg"", ""Học sinh"": ""Fritz Heinrich Klein, Hans Erich Apostel, Theodor W. Adorno , Hanns Jelinek, Lars-Erik Larsson, Gottfried Kassowitz"", ""Lĩnh vực"": ""âm nhạc"", ""Năm hoạt động"": ""1907 – 1936"", ""Đào tạo"": ""Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna"", ""Thể loại"": ""opera , nhạc 12 tông"", ""Nhạc cụ"": ""dương cầm"", ""Thành viên của"": ""Nhạc phái Vienna thứ 2"", ""Tác phẩm"": ""Three Pieces for Orchestra , Wozzeck , Lulu , Violin Concerto""}"
Alenka Bratušek,person,https://vi.wikipedia.org/wiki/Alenka_Bratu%C5%A1ek,"[""Borut Pahor"", ""Janez Janša"", ""Đại học Ljubljana""]","{""Tổng thống"": ""Borut Pahor"", ""Tiền nhiệm"": ""Zoran Janković"", ""Kế nhiệm"": ""Zoran Janković"", ""Sinh"": [""31 tháng 3, 1970"", ""(55 tuổi)"", ""Celje"", "","", ""Yugoslavia"", ""(Hiện nay là"", ""Slovenia"", "")""], ""Đảng chính trị"": [""Liberal Democracy"", ""(Trước 2008)"", ""Zares"", ""(2008–2010)"", ""Hermina Krt's List"", ""(2010–2011)"", ""Positive Slovenia"", ""(2011–2014)"", ""Alliance of Alenka Bratušek"", ""(2014–nay)""], ""Alma mater"": ""Đại học Ljubljana""}"
Aleksander Kwaśniewski,person,https://vi.wikipedia.org/wiki/Aleksander_Kwa%C5%9Bniewski,"[""Jerzy Buzek"", ""Lech Kaczyński"", ""Włodzimierz Cimoszewicz"", ""Đại học Gdańsk""]","{""Thủ tướng"": [""Józef Oleksy"", ""Włodzimierz Cimoszewicz"", ""Jerzy Buzek"", ""Leszek Miller"", ""Marek Belka"", ""Kazimierz Marcinkiewicz""], ""Tiền nhiệm"": ""Chức vụ thành lập"", ""Kế nhiệm"": ""Józef Oleksy"", ""Sinh"": [""15 tháng 11"", ""năm"", ""1954"", ""(62 tuổi)"", ""Białogard"", "","", ""Ba Lan""], ""Đảng chính trị"": [""Đảng Công nhân Liên đoàn"", ""(1977–1990)"", ""Đảng Dân chủ Xã hội"", ""(1990–1995)"", ""Độc lập"", ""(1995–nay)""], ""Phối ngẫu"": ""Jolanta Konty"", ""Con cái"": ""Aleksandra Kwaśniewska"", ""Alma mater"": ""Đại học Gdańsk"", ""Chữ ký"": """", ""Website"": ""Official website""}"
Alex Salmond,person,https://vi.wikipedia.org/wiki/Alex_Salmond,"[""Đại học St Andrews""]","{""Quân chủ"": ""Elizabeth II"", ""Cấp phó"": ""Nicola Sturgeon"", ""Tiền nhiệm"": ""Albert McQuarrie"", ""Kế nhiệm"": ""Eilidh Whiteford"", ""Sinh"": [""Alexander Elliot Anderson Salmond"", ""31 tháng 12, 1954"", ""(70 tuổi)"", ""Linlithgow"", "","", ""Scotland""], ""Đảng chính trị"": ""Đảng Dân tộc Scotland"", ""Phối ngẫu"": ""Moira Salmond"", ""Cư trú"": ""Nhà Bute"", ""Alma mater"": [""Viện đại học Thương mại Edinburgh"", ""Đại học St Andrews""], ""Website"": ""Government website""}"
Alcide De Gasperi,person,https://vi.wikipedia.org/wiki/Alcide_De_Gasperi,"[""Aldo Moro"", ""Antonio Salandra"", ""Arnaldo Forlani"", ""Bettino Craxi"", ""Bettino Ricasoli"", ""Enrico De Nicola"", ""Enrico Letta"", ""Francesco Cossiga"", ""Francesco Crispi"", ""Giovanni Giolitti"", ""Giovanni Spadolini"", ""Giuliano Amato"", ""Giulio Andreotti"", ""Giuseppe Conte"", ""Giuseppe Saragat"", ""Konrad Adenauer"", ""Lamberto Dini"", ""Luigi Einaudi"", ""Luigi Luzzatti"", ""Mario Draghi"", ""Mario Monti"", ""Matteo Renzi"", ""Paolo Gentiloni"", ""Romano Prodi"", ""Silvio Berlusconi"", ""Urbano Rattazzi"", ""Đại học Viên""]","{""Vua"": [""Vittorio Emanuele III"", ""Umberto II""], ""Tổng thống"": [""Enrico De Nicola"", ""Luigi Einaudi""], ""Phó Thủ tướng"": [""Luigi Einaudi"", ""Randolfo Pacciardi"", ""Giuseppe Saragat"", ""Attilio Piccioni"", ""Giovanni Porzio""], ""Tiền nhiệm"": ""Paul Henri Spaak"", ""Kế nhiệm"": ""Giuseppe Pella"", ""Thủ tướng"": [""Ivanoe Bonomi"", ""Ferruccio Parri""], ""Sinh"": [""Alcide Amedeo Francesco De Gasperi"", ""3 tháng 4 năm 1881"", ""Pieve Tesino"", "","", ""Tyrol"", "","", ""Đế quốc Áo-Hung""], ""Mất"": [""19 tháng 8 năm 1954"", ""(1954-08-19)"", ""(73 tuổi)"", ""Borgo Valsugana"", "","", ""Trentino"", "","", ""Ý""], ""Đảng chính trị"": [""Liên minh Chính trị Nhân dân Trentino"", ""(1906–1920)"", ""Đảng Nhân dân"", ""(1920–1926)"", ""Độc lập"", ""(1926–1943)"", ""Dân chủ Thiên chúa giáo"", ""(1943–1954)""], ""Phối ngẫu"": ""Francesca Romani (1894–1954)"", ""Con cái"": [""Maria Romana De Gasperi"", ""và 3 người con gái khác""], ""Alma mater"": [""Đại học Viên"", ""Đại học Innsbruck""], ""Nghề nghiệp"": ""Nhà báo, nhà chính trị""}"
Alberto Fernández,person,https://vi.wikipedia.org/wiki/Alberto_Fern%C3%A1ndez,"[""Cristina Fernández de Kirchner"", ""Javier Milei"", ""Đại học Buenos Aires""]","{""Phó Tổng thống"": ""Cristina Fernández de Kirchner"", ""Tiền nhiệm"": ""Diego Peluffo"", ""Kế nhiệm"": ""Claudio Moroni"", ""Tổng thống"": ""Carlos Menem"", ""Sinh"": [""Alberto Ángel Fernández"", ""2 tháng 4, 1959"", ""(66 tuổi)"", ""Buenos Aires"", "","", ""Argentina""], ""Đảng chính trị"": [""UNIR Constitutional Nationalist Party"", ""(1982–1983)"", ""Đảng Công lý"", ""(1983–nay)""], ""Đảng khác"": [""Meeting for the City"", ""(1997–2000)"", ""Front for Victory"", ""(2003–2008)"", ""Renewal Front"", ""(2013–2015)"", ""Justicialist Front Comply"", ""(2017–2019)"", ""Frente de Todos"", ""(2019–nay)""], ""Phối ngẫu"": [""Marcela Luchetti"", ""(cưới 1993⁠–⁠"", ""ld."", ""2005)""], ""Bạn đời"": ""Fabiola Yáñez (2014–) [ 1 ]"", ""Con cái"": [""Estanislao"", ""(b. 1994)"", ""Francisco"", ""(b. 2022)""], ""Cư trú"": ""Quinta de Olivos"", ""Alma mater"": ""Đại học Buenos Aires"", ""Chữ ký"": """"}"
Albert Speer,person,https://vi.wikipedia.org/wiki/Albert_Speer,"[""Joseph Goebbels"", ""Lutz Graf Schwerin von Krosigk"", ""Đại học Kỹ thuật Berlin"", ""Đại học Kỹ thuật München""]","{""Tổng thống"": ""Adolf Hitler ( Führer ) Karl Dönitz"", ""Thủ tướng"": ""Adolf Hitler Joseph Goebbels Lutz Graf Schwerin von Krosigk (Bộ trưởng Lãnh đạo-Thủ tướng)"", ""Tiền nhiệm"": ""Fritz Todt (Bộ trưởng Vũ trang và Đạn dược)"", ""Kế nhiệm"": ""Karl Saur (Bộ trưởng Đạn dược)"", ""Sinh"": [""Berthold Konrad Hermann Albert Speer"", ""("", ""1905-03-19"", "")"", ""19 tháng 3, 1905"", ""Mannheim"", "","", ""Baden"", "","", ""Đức""], ""Mất"": [""1 tháng 9, 1981"", ""(1981-09-01)"", ""(76 tuổi)"", ""London, Vương quốc Anh""], ""Quốc tịch"": ""Đức"", ""Đảng chính trị"": ""Đảng Công nhân Đức Quốc gia Xã hội chủ nghĩa"", ""Phối ngẫu"": ""Margarete Weber (1928–1981, góa phụ)"", ""Con cái"": ""Albert Speer, Jr. , Hilde Schramm , Fritz Speer, Margret Nissen , Arnold Speer, Ernst Speer"", ""Alma mater"": ""Đại học Kỹ thuật Berlin Đại học Kỹ thuật Munich Viện Công nghệ Karlsruhe"", ""Chuyên môn"": ""Kiến trúc sư, quan chức chính phủ, tác giả"", ""Chữ ký"": """"}"
Aldo Moro,person,https://vi.wikipedia.org/wiki/Aldo_Moro,"[""Alcide De Gasperi"", ""Antonio Salandra"", ""Arnaldo Forlani"", ""Bettino Craxi"", ""Bettino Ricasoli"", ""Enrico Letta"", ""Francesco Cossiga"", ""Francesco Crispi"", ""Giovanni Giolitti"", ""Giovanni Spadolini"", ""Giuliano Amato"", ""Giulio Andreotti"", ""Giuseppe Conte"", ""Giuseppe Saragat"", ""Lamberto Dini"", ""Luigi Luzzatti"", ""Mario Draghi"", ""Mario Monti"", ""Matteo Renzi"", ""Paolo Gentiloni"", ""Romano Prodi"", ""Silvio Berlusconi"", ""Urbano Rattazzi""]","{""Tổng thống"": ""Antonio Segni Giuseppe Saragat"", ""Phó Thủ tướng"": ""Pietro Nenni"", ""Tiền nhiệm"": ""Amintore Fanfani"", ""Kế nhiệm"": ""Mariano Rumor"", ""Thủ tướng"": ""Antonio Segni"", ""Khu bầu cử"": ""Bari"", ""Sinh"": [""Aldo Romeo Luigi Moro"", ""23 tháng 9"", ""năm"", ""1916"", ""Maglie"", "","", ""Apulia"", "","", ""Vương quốc Ý""], ""Mất"": [""9 tháng 5"", ""năm"", ""1978"", ""(61 tuổi)"", ""Rome"", "","", ""Lazio"", "","", ""Ý""], ""Đảng chính trị"": ""Dân chủ Thiên Chúa giáo"", ""Phối ngẫu"": ""Eleonora Chiavarelli (cưới 1945–1978)"", ""Con cái"": ""4"", ""Alma mater"": ""Đại học Bari"", ""Nghề nghiệp"": ""Giáo sư"", ""Chữ ký"": """"}"
Alexander Schallenberg,person,https://vi.wikipedia.org/wiki/Alexander_Schallenberg,"[""Alexander Van der Bellen"", ""Brigitte Bierlein"", ""Christian Kern"", ""Hartwig Löger"", ""Karl Nehammer"", ""Sebastian Kurz"", ""Werner Faymann"", ""Đại học Panthéon-Assas""]","{""Tổng thống"": ""Alexander Van der Bellen"", ""Phó Thủ tướng"": ""Werner Kogler"", ""Tiền nhiệm"": [""Gernot Blümel"", ""Juliane Bogner-Strauß""], ""Kế nhiệm"": [""Christine Aschbacher"", ""Karoline Edtstadler"", ""Susanne Raab""], ""Thủ tướng"": ""Brigitte Bierlein"", ""Sinh"": [""20 tháng 6, 1969"", ""(56 tuổi)"", ""Bern"", "", Thụy Sĩ""], ""Đảng chính trị"": ""Đảng Nhân dân (2020 đến nay)"", ""Đảng khác"": ""Độc lập (trước 2020)"", ""Con cái"": ""4"", ""Cha"": ""Wolfgang Schallenberg"", ""Giáo dục"": [""Đại học Vienna"", ""Đại học Panthéon-Assas"", ""Cao đẳng Châu Âu""]}"
Albert Gallatin,person,https://vi.wikipedia.org/wiki/Albert_Gallatin,"[""James Madison"", ""James Monroe"", ""John Quincy Adams"", ""Samuel Dexter"", ""Thomas Jefferson"", ""Đại học Geneva""]","{""Tổng thống"": [""Thomas Jefferson"", ""James Madison""], ""Tiền nhiệm"": ""William Maclay"", ""Kế nhiệm"": ""James Ross"", ""Sinh"": [""Abraham Alfonse Albert Gallatin"", ""("", ""1761-01-29"", "")"", ""29 tháng 1, 1761"", ""Genève"", "","", ""Thụy Sĩ""], ""Mất"": [""12 tháng 8, 1849"", ""(1849-08-12)"", ""(88 tuổi)"", ""Astoria"", "","", ""Thành phố New York"", "","", ""New York"", "","", ""Hoa Kỳ""], ""Nơi an nghỉ"": ""Nghĩa trang Trinity Church"", ""Đảng chính trị"": ""Đảng Dân chủ-Cộng hòa"", ""Phối ngẫu"": [""Sophia Allegre"", ""(1789–1790)"", ""Hannah Nicholson"", ""(1793–1849)""], ""Con cái"": ""James Gallatin"", ""Cha mẹ"": [""Sophie Albertine Rollaz"", ""Jean Gallatin""], ""Alma mater"": ""Đại học Geneva"", ""Chữ ký"": """"}"
Alexander Stubb,person,https://vi.wikipedia.org/wiki/Alexander_Stubb,"[""Anneli Jäätteenmäki"", ""Antti Tulenheimo"", ""Edwin Linkomies"", ""Harri Holkeri"", ""Johan Wilhelm Rangell"", ""Juha Sipilä"", ""Juho Kusti Paasikivi"", ""Jyrki Katainen"", ""Keijo Liinamaa"", ""Mari Kiviniemi"", ""Matti Vanhanen"", ""Paavo Lipponen"", ""Pehr Evind Svinhufvud"", ""Rafael Erich"", ""Sanna Marin"", ""Sauli Niinistö"", ""Teuvo Aura"", ""Trường Kinh tế London"", ""Urho Kekkonen"", ""Đại học Paris-Sorbonne""]","{""Thủ tướng"": [""Matti Vanhanen"", ""Mari Kiviniemi""], ""Tiền nhiệm"": ""Ilkka Kanerva"", ""Kế nhiệm"": ""Erkki Tuomioja"", ""Tổng thống"": ""Sauli Niinistö"", ""Phó Thủ tướng"": ""Antti Rinne"", ""Sinh"": [""Cai-Göran Alexander Stubb"", ""1 tháng 4"", ""năm"", ""1968"", ""(57 tuổi)"", ""Helsinki"", "","", ""Phần Lan""], ""Đảng chính trị"": ""Đảng Liên minh Dân tộc"", ""Phối ngẫu"": ""Suzanne Innes"", ""Con cái"": [""Oliver"", ""Emilie""], ""Alma mater"": [""Đại học Furman"", ""Đại học Paris-Sorbonne"", ""Đại học Châu Âu"", ""Trường Kinh tế London""], ""Website"": ""Official website"", ""Thuộc"": ""Phần Lan"", ""Phục vụ"": ""Lục quân Phần Lan"", ""Cấp bậc"": ""Binh nhất""}"
Alberto Fujimori,person,https://vi.wikipedia.org/wiki/Alberto_Fujimori,"[""Alan García"", ""José Jerí"", ""Ollanta Humala"", ""Đại học Strasbourg""]","{""Thủ tướng"": [""Xem danh sách"", ""Juan Carlos Hurtado Miller"", ""Carlos Torres y Torres Lara"", ""Alfonso de los Heros"", ""Óscar de la Puente Raygada"", ""Alfonso Bustamante"", ""Efraín Goldenberg Schreiber"", ""Dante Córdova Blanco"", ""Alberto Pandolfi Arbulú"", ""Javier Valle Riestra"", ""Víctor Joy Way"", ""Alberto Bustamante Belaúnde"", ""Federico Salas""], ""Phó Tổng thống"": [""Xem danh sách"", ""Phó Tổng thống thứ nhất"", ""Máximo San Román"", ""Ricardo Márquez Flores"", ""Francisco Tudela"", ""Phó Tổng thống thứ hai"", ""Carlos García y García"", ""César Paredes Canto"", ""Ricardo Márquez Flores""], ""Tiền nhiệm"": ""Alan García"", ""Kế nhiệm"": ""Valentín Paniagua"", ""Sinh"": [""Alberto Kenya Fujimori Inomoto"", ""("", ""1938-07-26"", "")"", ""26 tháng 7 năm 1938"", ""Lima"", "","", ""Peru""], ""Mất"": [""11 tháng 9 năm 2024"", ""(2024-09-11)"", ""(86 tuổi)"", ""Lima, Peru""], ""Đảng chính trị"": [""Change 90"", ""(1990–1998)"", ""Sí Cumple"", ""(1998–2010)"", ""Đảng Nhân dân Mới"", ""(2007–2013)"", ""Peru 2000"", ""(1999–2005)"", ""Liên minh vì Tương lai"", ""(2005–2010)""], ""Phối ngẫu"": [""Susana Higuchi"", ""(1974–1994)"", ""Satomi Kataoka"", ""(2006–nay)"", ""["", ""1"", ""]""], ""Con cái"": ""Keiko Hiro Sachi Kenji"", ""Alma mater"": [""Đại học Nông nghiệp Quốc gia La Molina"", ""Đại học Strasbourg"", ""Đại học Wisconsin–Milwaukee""], ""Chữ ký"": """"}"
Alexandre Millerand,person,https://vi.wikipedia.org/wiki/Alexandre_Millerand,"[""Armand Fallières"", ""Charles de Gaulle"", ""Emmanuel Macron"", ""François Hollande"", ""François Mitterrand"", ""Gaston Doumergue"", ""Georges Clemenceau"", ""Georges Pompidou"", ""Jacques Chirac"", ""Jean Casimir-Perier"", ""Nicolas Sarkozy"", ""Paul Deschanel"", ""Paul Doumer"", ""Raymond Poincaré"", ""René Coty"", ""Valéry Giscard d'Estaing"", ""Vincent Auriol"", ""Émile Loubet"", ""Đại học Paris""]","{""Thủ tướng"": ""Pierre Waldeck-Rousseau"", ""Tiền nhiệm"": ""Adolphe Messimy"", ""Kế nhiệm"": ""Albert Lebrun"", ""Tổng thống"": [""Raymond Poincaré"", ""Paul Deschanel""], ""Sinh"": [""10 tháng 2"", ""năm"", ""1859"", ""Paris"", "","", ""Đệ nhị Đế chế Pháp""], ""Mất"": [""7 tháng 4"", ""năm"", ""1943"", ""(84 tuổi)"", ""Versailles"", "","", ""Pháp""], ""Đảng chính trị"": [""Xã hội Độc lập"", ""(1885–1911)"", ""Đảng Xã hội-Cộng hoà"", ""(1911–1920)"", ""Độc lập"", ""(1920–1940)""], ""Phối ngẫu"": [""Jeanne Millerand"", ""(cưới 1898⁠–⁠his d.1943)""], ""Con cái"": [""Jean"", ""(1899–1972)"", ""Alice"", ""(1902–1980)"", ""Jacques"", ""(1904–1979)"", ""Marthe"", ""(1909–1975)""], ""Alma mater"": ""Đại học Paris"", ""Chuyên môn"": ""Luật sư , Nhà báo""}"
Alexander Van der Bellen,person,https://vi.wikipedia.org/wiki/Alexander_Van_der_Bellen,"[""Christian Kern"", ""Sebastian Kurz"", ""Đại học Viên""]","{""Thủ tướng"": [""Christian Kern"", ""Sebastian Kurz""], ""Tiền nhiệm"": ""Christoph Chorherr"", ""Kế nhiệm"": ""Eva Glawischnig-Piesczek"", ""Sinh"": [""18 tháng 1, 1944"", ""(81 tuổi)"", ""Vienna"", "","", ""Áo""], ""Đảng chính trị"": [""Đảng Dân chủ Xã hội"", ""(Trước 1992)"", ""Đảng Xanh"", ""(1992–nay)""], ""Phối ngẫu"": ""Brigitte Hüttner (ly dị năm 2015) Doris Schmidauer (cưới 2015)"", ""Con cái"": ""hai con trai (với Brigitte)"", ""Alma mater"": ""Đại học Innsbruck""}"
Alec Douglas-Home,person,https://vi.wikipedia.org/wiki/Alec_Douglas-Home,"[""Anthony Eden"", ""Arthur Wellesley, Công tước thứ 1 xứ Wellington"", ""Boris Johnson"", ""Clement Attlee"", ""David Cameron"", ""Eton College"", ""George Canning"", ""George Grenville"", ""Gordon Brown"", ""Harold Macmillan"", ""Harold Wilson"", ""Henry Addington, Tử tước Sidmouth thứ 1"", ""Henry John Temple, Tử tước Palmerston thứ 3"", ""James Callaghan"", ""Keir Starmer"", ""Liz Truss"", ""Margaret Thatcher"", ""Neville Chamberlain"", ""Ramsay MacDonald"", ""Rishi Sunak"", ""Robert Walpole"", ""Spencer Perceval"", ""Stanley Baldwin"", ""Theresa May"", ""William Pitt Trẻ"", ""Winston Churchill""]","{""Quân chủ"": ""Elizabeth II"", ""Tiền nhiệm"": ""George Hall"", ""Kế nhiệm"": ""Hector McNeil"", ""Thủ tướng"": ""Harold Wilson"", ""Giáo dục"": ""Eton College"", ""Phục vụ"": ""Lục quân Anh"", ""Cấp bậc"": ""Major"", ""Đơn vị"": ""Lực lượng Nội địa Anh"", ""Chỉ huy"": ""Lanarkshire Yeomanry"", ""Văn phòng Bộ"": ""Văn phòng Bộ Chức vụ Bộ trưởng Ngoại giao và Khối thịnh vượng chung Nhiệm kỳ 20 tháng 6 năm 1970 – 4 tháng 3 năm 1974 Tiền nhiệm Michael Stewart Kế nhiệm James Callaghan Nhiệm kỳ 27 tháng 7 năm 1960 – 18 tháng 10 năm 1963 Tiền nhiệm Selwyn Lloyd Kế nhiệm Rab Butler Lord President of the Council Nhiệm kỳ 14 tháng 10 năm 1959 – 27 tháng 7 năm 1960 Tiền nhiệm The Viscount Hailsham Kế nhiệm The Viscount Hailsham Nhiệm kỳ 29 tháng 3 năm 1957 – 17 tháng 9 năm 1957 Tiền nhiệm The Marquess of Salisbury Kế nhiệm The Viscount Hailsham Lãnh tụ Viện Quý tộc Nhiệm kỳ 29 tháng 3 năm 1957 – 27 tháng 7 năm 1960 Tiền nhiệm The Marquess of Salisbury Kế nhiệm The Viscount Hailsham Bộ trưởng Ngoại giao phụ trách Quan hệ Khối thịnh vượng chung Nhiệm kỳ 7 tháng 4 năm 1955 – 27 tháng 7 năm 1960 Tiền nhiệm The Viscount Swinton Kế nhiệm Duncan Sandys"", ""Nhiệm kỳ"": ""26 tháng 5 năm 1945 – 26 tháng 7 năm 1945"", ""Junior ministerial offices"": ""Junior ministerial offices Chức vụ Bộ trưởng Ngoại giao Scotland Nhiệm kỳ 2 tháng 11 năm 1951 – 7 tháng 4 năm 1955 Tiền nhiệm Position established Kế nhiệm Thomas Galbraith Thứ trưởng Ngoại giao Quốc hội Nhiệm kỳ 26 tháng 5 năm 1945 – 26 tháng 7 năm 1945 Tiền nhiệm George Hall Kế nhiệm Hector McNeil""}"
